TSC Code,Proficiency Level,Proficiency Description,Range of Application,TSC Key ID,TSC Application ID
FSS-FBS-3011-1.1,3,Prepare complex Indian dry-heat dishes using a combination of dry-heat cooking techniques with fine-plated presentations,"Indian dry-heat cooking techniques may include but are not limited to:
- Roasting 
- Baking 
- Broiling and Grilling 
- Pan-frying
- Sautéing 
- Deep-frying and shallow-frying
- Stir-frying 

Standard Indian dry-heat dishes may include but are not limited to:
- Dosai
- Chapati
- Paneer Tikka 

Complex Indian dry-heat dishes may include but are not limited to:
- Tandoori naans and meat
- Stir-fried Mysore mutton 
- Suitability of colours, heights, shapes and textures of Indian dry-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1335,292
FSS-FBS-1012-1.1,1,Prepare ingredients and parts of Indian moist-heat dishes with different types of flavouring techniques and equipment,"Indian moist-heat cooking techniques may include but are not limited to:
- Poaching
- Simmering
- Boiling
- Blanching
- Steaming
- Braising
- Stewing

Standard Indian moist-heat dishes may include but are not limited to:
- Lentil Curry
- Palak paneer
- Aaloo Mutter
 
Complex Indian moist-heat dishes may include but are not limited to:
- Traditional sweetmeats
- Fish head curry
- Indian rojak 
- Suitability of colours, heights, shapes and textures of Indian moist-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1336,293
FSS-FBS-2012-1.1,2,Prepare standard Indian moist-heat dishes with menu-based presentations,"Indian moist-heat cooking techniques may include but are not limited to:
- Poaching
- Simmering
- Boiling
- Blanching
- Steaming
- Braising
- Stewing

Standard Indian moist-heat dishes may include but are not limited to:
- Lentil Curry
- Palak paneer
- Aaloo Mutter
 
Complex Indian moist-heat dishes may include but are not limited to:
- Traditional sweetmeats
- Fish head curry
- Indian rojak 
- Suitability of colours, heights, shapes and textures of Indian moist-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1336,294
FSS-FBS-3012-1.1,3,Prepare complex Indian moist-heat dishes using a combination of moist-heat cooking techniques with fine-plated presentations,"Indian moist-heat cooking techniques may include but are not limited to:
- Poaching
- Simmering
- Boiling
- Blanching
- Steaming
- Braising
- Stewing

Standard Indian moist-heat dishes may include but are not limited to:
- Lentil Curry
- Palak paneer
- Aaloo Mutter
 
Complex Indian moist-heat dishes may include but are not limited to:
- Traditional sweetmeats
- Fish head curry
- Indian rojak 
- Suitability of colours, heights, shapes and textures of Indian moist-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1336,295
FSS-FBS-1013-1.1,1,Prepare ingredients and parts of Malay dry heat dishes with different types of flavouring techniques and equipment,"Malay dry-heat cooking techniques may include but are not limited to:
- Baking 
- Grilling 
- Pan-frying
- Deep-frying and shallow-frying
- Stir-frying 

Standard Malay dry-heat dishes may include but are not limited to:
- Satay
- Nasi goreng
 
Complex Malay dry-heat dishes may include but are not limited to:
- Ikan Pari Bakar (barbecued stingray)
- Ikan Bakar  
- Suitability of colours, heights, shapes and textures of Malay dry-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1337,296
FSS-FBS-2013-1.1,2,Prepare standard Malay dry-heat dishes with menu-based presentations,"Malay dry-heat cooking techniques may include but are not limited to:
- Baking 
- Grilling 
- Pan-frying
- Deep-frying and shallow-frying
- Stir-frying 

Standard Malay dry-heat dishes may include but are not limited to:
- Satay
- Nasi goreng
 
Complex Malay dry-heat dishes may include but are not limited to:
- Ikan Pari Bakar (barbecued stingray)
- Ikan Bakar  
- Suitability of colours, heights, shapes and textures of Malay dry-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1337,297
FSS-FBS-3013-1.1,3,Prepare complex Malay dry-heat dishes using a combination of dry-heat cooking techniques with fine-plated presentations,"Malay dry-heat cooking techniques may include but are not limited to:
- Baking 
- Grilling 
- Pan-frying
- Deep-frying and shallow-frying
- Stir-frying 

Standard Malay dry-heat dishes may include but are not limited to:
- Satay
- Nasi goreng
 
Complex Malay dry-heat dishes may include but are not limited to:
- Ikan Pari Bakar (barbecued stingray)
- Ikan Bakar  
- Suitability of colours, heights, shapes and textures of Malay dry-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1337,298
FSS-FBS-1014-1.1,1,Prepare ingredients and parts of Malay moist-heat dishes with different types of flavouring techniques and equipment,"Malay moist-heat cooking techniques may include but are not limited to:
- Poaching
- Simmering
- Boiling
- Blanching
- Steaming
- Braising
- Stewing 

Standard Malay moist-heat dishes may include but are not limited to:
- Mee Rebus
- Soto Ayam
- Bubur Pedas 
 
Complex Malay moist-heat dishes may include but are not limited to:
- Gudeg Putih
- Lemak Siput 
- Suitability of colours, heights, shapes and textures of Malay moist-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1338,299
FSS-FBS-2014-1.1,2,Prepare standard Malay moist-heat dishes with menu-based presentations,"Malay moist-heat cooking techniques may include but are not limited to:
- Poaching
- Simmering
- Boiling
- Blanching
- Steaming
- Braising
- Stewing 

Standard Malay moist-heat dishes may include but are not limited to:
- Mee Rebus
- Soto Ayam
- Bubur Pedas 
 
Complex Malay moist-heat dishes may include but are not limited to:
- Gudeg Putih
- Lemak Siput 
- Suitability of colours, heights, shapes and textures of Malay moist-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1338,300
FSS-FBS-3014-1.1,3,Prepare complex Malay moist-heat dishes using a combination of moist-heat cooking techniques with fine-plated presentations,"Malay moist-heat cooking techniques may include but are not limited to:
- Poaching
- Simmering
- Boiling
- Blanching
- Steaming
- Braising
- Stewing 

Standard Malay moist-heat dishes may include but are not limited to:
- Mee Rebus
- Soto Ayam
- Bubur Pedas 
 
Complex Malay moist-heat dishes may include but are not limited to:
- Gudeg Putih
- Lemak Siput 
- Suitability of colours, heights, shapes and textures of Malay moist-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1338,301
FSS-FBS-1015-1.1,1,Fabricate large cuts of meat and poultry to smaller specifications and store meat according to procedures,"Meat may include but are not limited to: 
- Beef
- Lamb
- Veil
- Pork 
 
- Poultry may include but are not limited to:
- Duck
- Chicken
- Turkey
- Goose",1339,302
FSS-FBS-2015-1.1,2,Fabricate meat and poultry parts for various usage and purpose,"Meat may include but are not limited to: 
- Beef
- Lamb
- Veil
- Pork 
 
- Poultry may include but are not limited to:
- Duck
- Chicken
- Turkey
- Goose",1339,303
FSS-FBS-3015-1.1,3,Guide the fabrication of meat and poultry using yield and quality grading that affect palatability and operations profitability,"Meat may include but are not limited to: 
- Beef
- Lamb
- Veil
- Pork 
 
- Poultry may include but are not limited to:
- Duck
- Chicken
- Turkey
- Goose",1339,304
FSS-FBS-1017-1.1,1,"Demonstrate understanding of the tools and equipment, ingredients and techniques involved in the baking process of pastries","Basic level pastry products may include but are not limited to:
- Basic cakes such as sponge cakes
- Muffins and scones
- Cookies
- Short-crust pastry
- Choux pastry
 
- Intermediate level pastry products that require some level of attention to details and complexity in techniques involved in the baking process may include but are not limited to:
- Macarons
- Entremets and tarts
- Hot and cold desserts
- Ice cream and sorbets
- Yeast-raised pastries
- Puff pastries
- Café-style cakes such as carrot, banana and cheese cakes, cupcakes and variety of sliced goods
 
- Advanced level pastry products that require high level of attention to details and complexity in techniques involved in the baking process may include but are not limited to:
- Advanced cakes
- Chocolate artistry
- Advanced confectionery
- Contemporary desserts",1341,305
