TSC Title,Proficiency Level,jobid,jtid,TSC Key ID
Customer Relationship Management,3,671,16262,1112
Environment and Social Governance,3,671,16263,1146
Ethical Culture,3,671,16264,1099
Market Research and Analysis,3,671,16265,1155
Portfolio and Investment Risk Management,3,671,16266,1199
Regulatory Compliance,3,671,16267,1200
Account Management,4,202,16268,1107
Attribution Analysis,4,202,16269,1132
Business Environment Analysis,4,202,16270,1137
Client Investment Suitability,4,202,16271,1141
Customer Relationship Management,4,202,16272,1112
Data Storytelling and Visualisation,4,202,16273,1126
Ethical Culture,4,202,16274,1099
Market Profiling,4,202,16275,1113
Market Specialisation,4,202,16276,1174
Business Planning,4,805,16277,1092
Networking,3,202,16278,1114
People Performance Management,4,202,16279,1170
Portfolio and Investment Risk Management,4,202,16280,1199
Proposal Management,4,202,16281,1103
Regulatory Compliance,4,202,16282,1200
Stakeholder Management,4,202,16283,1118
Strategy Planning,5,202,16284,1105
Data Analytics and Computational Modelling,3,1013,16285,1122
Data Collection and Analysis,3,1013,16286,1123
Data Mining and Modelling,3,1013,16287,1125
Ethical Culture,3,1013,16288,1099
Financial Modelling,3,1013,16289,1148
Regulatory Compliance,3,1013,16290,1200
Risk Analytics,3,1013,16291,1203
Stakeholder Management,3,1013,16292,1118
Valuation,3,1013,16293,1166
Business Environment Analysis,3,759,16294,1137
Channel Management,3,759,16295,1108
Continuous Improvement Management,3,759,16296,1096
Demand and Supply Analysis,3,759,16297,1172
Emerging Technology Synthesis,3,759,16298,1127
Ethical Culture,3,759,16299,1099
Market Profiling,3,759,16300,1113
Market Research and Analysis,3,759,16301,1155
Pricing Strategy,3,759,16302,1175
Product Advisory,3,759,16303,1176
Product Management,3,759,16304,1178
Product Performance Management,3,759,16305,1180
Regulatory Compliance,3,759,16306,1200
Business Environment Analysis,3,1415,16307,1137
Continuous Improvement Management,3,1415,16308,1096
Data Analytics and Computational Modelling,3,1415,16309,1122
Demand and Supply Analysis,3,1415,16310,1172
Ethical Culture,3,1415,16311,1099
Innovation Management,3,1415,16312,1100
Market Profiling,3,1415,16313,1113
Market Research and Analysis,3,1415,16314,1155
Pricing Strategy,3,1415,16315,1175
Product Design and Development,4,1415,16316,1177
Product Management,4,1415,16317,1178
Regulatory Compliance,3,1415,16318,1200
Regulatory Risk Assessment,3,1415,16319,1201
Business Environment Analysis,4,1133,16320,1137
Continuous Improvement Management,4,1133,16321,1096
Data Analytics and Computational Modelling,4,1133,16322,1122
Demand and Supply Analysis,4,1133,16323,1172
Ethical Culture,4,1133,16324,1099
Innovation Management,4,1133,16325,1100
Market Profiling,4,1133,16326,1113
Market Research and Analysis,4,1133,16327,1155
People Performance Management,4,1133,16328,1170
Pricing Strategy,4,1133,16329,1175
Product Design and Development,5,1133,16330,1177
Product Management,5,1133,16331,1178
Regulatory Compliance,4,1133,16332,1200
Regulatory Risk Assessment,4,1133,16333,1201
Business Environment Analysis,4,805,16334,1137
Business Risk Assessment,4,805,16335,1188
Change Management,4,805,16336,1095
Channel Management,4,805,16337,1108
Continuous Improvement Management,4,805,16338,1096
Demand and Supply Analysis,4,805,16339,1172
Emerging Technology Synthesis,4,805,16340,1127
Ethical Culture,4,805,16341,1099
Market Profiling,4,805,16342,1113
Market Research and Analysis,4,805,16343,1155
People Performance Management,4,805,16344,1170
Pricing Strategy,4,805,16345,1175
Product Advisory,4,805,16346,1176
Product Management,4,805,16347,1178
Product Performance Management,4,805,16348,1180
Quality Assurance,4,805,16349,1181
Regulatory Compliance,4,805,16350,1200
Business Environment Analysis,3,678,16351,1137
Customer Behaviour Analysis,3,678,16352,1110
Demand and Supply Analysis,3,678,16353,1172
Digital Marketing,3,678,16354,1173
Ethical Culture,3,678,16355,1099
Market Profiling,3,678,16356,1113
Market Research and Analysis,3,678,16357,1155
Product Marketing and Branding,3,678,16358,1179
Stakeholder Management,3,678,16359,1118
Budgeting,3,1673,16360,1136
Business Environment Analysis,4,1673,16361,1137
Business Risk Assessment,4,1673,16362,1188
Customer Behaviour Analysis,4,1673,16363,1110
Demand and Supply Analysis,4,1673,16364,1172
Digital Marketing,4,1673,16365,1173
Ethical Culture,4,1673,16366,1099
Innovation Management,4,1673,16367,1100
Market Profiling,4,1673,16368,1113
Market Research and Analysis,4,1673,16369,1155
Networking,4,1673,16370,1114
People Performance Management,4,1673,16371,1170
Product Marketing and Branding,4,1673,16372,1179
Product Performance Management,4,1673,16373,1180
Sales Strategy,4,1673,16374,1182
Stakeholder Management,4,1673,16375,1118
Strategy Planning,4,1673,16376,1105
Benchmarking,3,1034,16377,1087
Business Environment Analysis,4,1034,16378,1137
Business Needs Analysis,3,1034,16379,1088
Data Analytics and Computational Modelling,3,1034,16380,1122
Data Collection and Analysis,3,1034,16381,1123
Data Mining and Modelling,3,1034,16382,1125
Data Storytelling and Visualisation,3,1034,16383,1126
Ethical Culture,3,1034,16384,1099
Financial Analysis,4,1034,16385,1147
Financial Modelling,3,1034,16386,1148
Market Research and Analysis,3,1034,16387,1155
Qualitative Analysis,3,1034,16388,1159
Research and Information Synthesis,4,1034,16389,1160
Technical Analysis,3,1034,16390,1161
Valuation,3,1034,16391,1166
Data Analytics and Computational Modelling,3,953,16392,1122
Data Collection and Analysis,3,953,16393,1123
Data Mining and Modelling,3,953,16394,1125
Ethical Culture,3,953,16395,1099
Financial Modelling,3,953,16396,1148
Regulatory Compliance,3,953,16397,1200
Risk Analytics,3,953,16398,1203
Stakeholder Management,3,953,16399,1118
Valuation,3,953,16400,1166
Business Performance Management,4,975,16401,1091
Business Requirements Mapping,4,975,16402,1094
Business Risk Assessment,4,975,16403,1188
Corporate Governance,4,975,16404,1190
Data Analytics and Computational Modelling,4,975,16405,1122
Data Mining and Modelling,4,975,16406,1125
Ethical Culture,4,975,16407,1099
Financial Modelling,4,975,16408,1148
People Performance Management,4,975,16409,1170
Pricing Strategy,4,975,16410,1175
Regulatory Compliance,4,975,16411,1200
Regulatory and Legal Advisory,4,975,16412,1202
Risk Analytics,4,975,16413,1203
Stakeholder Management,4,975,16414,1118
Valuation,4,975,16415,1166
Account Management,3,1423,16416,1107
Business Environment Analysis,3,1423,16417,1137
Business Opportunities Development,3,1423,16418,1090
Business Risk Assessment,3,1423,16419,1188
Customer Acquisition Management,3,1423,16420,1109
Customer Behaviour Analysis,3,1423,16421,1110
Customer Relationship Management,3,1423,16422,1112
Digital Marketing,3,1423,16423,1173
Ethical Culture,3,1423,16424,1099
Market Profiling,3,1423,16425,1113
Market Research and Analysis,3,1423,16426,1155
Partnership Management,3,1423,16427,1115
Product Advisory,3,1423,16428,1176
Stakeholder Management,3,1423,16429,1118
Account Management,4,1734,16430,1107
Business Environment Analysis,4,1734,16431,1137
Business Opportunities Development,4,1734,16432,1090
Business Risk Assessment,4,1734,16433,1188
Customer Acquisition Management,4,1734,16434,1109
Customer Behaviour Analysis,4,1734,16435,1110
Customer Relationship Management,4,1734,16436,1112
Digital Marketing,4,1734,16437,1173
Ethical Culture,4,1734,16438,1099
Market Profiling,4,1734,16439,1113
Market Research and Analysis,4,1734,16440,1155
Partnership Management,4,1734,16441,1115
People Performance Management,4,1734,16442,1170
Product Advisory,4,1734,16443,1176
Sales Strategy,3,1734,16444,1182
Stakeholder Management,4,1734,16445,1118
Benchmarking,4,1089,16446,1087
Business Environment Analysis,5,1089,16447,1137
Business Needs Analysis,4,1089,16448,1088
Data Analytics and Computational Modelling,4,1089,16449,1122
Data Collection and Analysis,4,1089,16450,1123
Ethical Culture,4,1089,16451,1099
Market Research and Analysis,4,1089,16452,1155
Policy Implementation and Revision,4,1089,16453,1198
Research and Information Synthesis,4,1089,16454,1160
Scenario Planning and Analysis,4,1089,16455,1207
Strategy Planning,5,1089,16456,1105
Technical Analysis,4,1089,16457,1161
Valuation,4,1089,16458,1166
Corporate and Business Law Application,3,1152,16459,1191
Customer Acceptance Checking and Onboarding,2,1152,16460,1193
Customer Experience Management,3,1152,16461,1111
Ethical Culture,3,1152,16462,1099
Market Specialisation,3,1152,16463,1174
Regulatory Compliance,3,1152,16464,1200
Risk Management,3,1152,16465,1205
Service Challenges,3,1152,16466,1117
Stakeholder Management,3,1152,16467,1118
Trust Structuring,3,1152,16468,1165
Corporate and Business Law Application,4,1523,16469,1191
Customer Acceptance Checking and Onboarding,3,1523,16470,1193
Customer Experience Management,4,1523,16471,1111
Ethical Culture,4,1523,16472,1099
Market Specialisation,4,1523,16473,1174
People Performance Management,4,1523,16474,1170
Regulatory Compliance,3,1523,16475,1200
Risk Management,3,1523,16476,1205
Service Challenges,4,1523,16477,1117
Stakeholder Management,4,1523,16478,1118
Strategy Planning,5,1523,16479,1105
Trust Structuring,4,1523,16480,1165
Business Environment Analysis,4,359,16481,1137
Business Opportunities Development,4,359,16482,1090
Business Planning,5,359,16483,1092
Customer Acquisition Management,4,359,16484,1109
Customer Experience Management,4,359,16485,1111
Customer Relationship Management,4,359,16486,1112
Ethical Culture,4,359,16487,1099
Market Specialisation,4,359,16488,1174
Networking,4,359,16489,1114
People Performance Management,4,359,16490,1170
Product Advisory,4,359,16491,1176
Risk Management,4,359,16492,1205
Service Challenges,4,359,16493,1117
Stakeholder Management,4,359,16494,1118
Strategy Planning,5,359,16495,1105
Trust Structuring,4,359,16496,1165
Wealth Planning Administration,4,359,16497,1167
Change Management,3,530,16498,1095
Compliance Mindset Development,3,530,16499,1189
Corporate Governance,3,530,16500,1190
Data Collection and Analysis,3,530,16501,1123
Ethical Culture,3,530,16502,1099
Policy Implementation and Revision,3,530,16503,1198
Regulatory Compliance,3,530,16504,1200
Regulatory and Legal Advisory,3,530,16505,1202
Risk Management,3,530,16506,1205
Risk and Compliance Reporting,3,530,16507,1206
Stakeholder Management,3,530,16508,1118
Budgeting,3,159,16509,1136
Change Management,4,159,16510,1095
Compliance Mindset Development,4,159,16511,1189
Continuous Improvement Management,4,159,16512,1096
Contract and Vendor Management,4,159,16513,1171
Corporate Governance,4,159,16514,1190
Data Collection and Analysis,4,159,16515,1123
Ethical Culture,4,159,16516,1099
People Performance Management,4,159,16517,1170
Policy Implementation and Revision,4,159,16518,1198
Regulatory Compliance,4,159,16519,1200
Regulatory and Legal Advisory,4,159,16520,1202
Risk Management,4,159,16521,1205
Risk and Compliance Reporting,4,159,16522,1206
Scenario Planning and Analysis,4,159,16523,1207
Stakeholder Management,4,159,16524,1118
Strategy Planning,4,159,16525,1105
Compliance Mindset Development,3,254,16526,1189
Data Collection and Analysis,3,254,16527,1123
Ethical Culture,3,254,16528,1099
Monitoring and Surveillance,3,254,16529,1196
Regulatory Compliance,3,254,16530,1200
Research and Information Synthesis,3,254,16531,1160
Risk Management,3,254,16532,1205
Risk and Compliance Reporting,3,254,16533,1206
Stakeholder Management,3,254,16534,1118
Business Risk Assessment,3,463,16535,1188
Credit Assessment,3,463,16536,1143
Credit Risk Management,3,463,16537,1192
Data Analytics and Computational Modelling,3,463,16538,1122
Data Collection and Analysis,3,463,16539,1123
Ethical Culture,3,463,16540,1099
Policy Implementation and Revision,3,463,16541,1198
Risk Analytics,3,463,16542,1203
Risk and Compliance Reporting,3,463,16543,1206
Scenario Planning and Analysis,3,463,16544,1207
Stakeholder Management,3,463,16545,1118
Business Environment Analysis,4,1547,16546,1137
Business Risk Assessment,4,1547,16547,1188
Credit Assessment,4,1547,16548,1143
Credit Risk Management,4,1547,16549,1192
Data Analytics and Computational Modelling,3,1547,16550,1122
Data Collection and Analysis,4,1547,16551,1123
Environment and Social Governance,3,1547,16552,1146
Ethical Culture,4,1547,16553,1099
People Performance Management,4,1547,16554,1170
Policy Implementation and Revision,4,1547,16555,1198
Risk Analytics,4,1547,16556,1203
Risk Appetite and Goals Setting,4,1547,16557,1204
Risk and Compliance Reporting,4,1547,16558,1206
Scenario Planning and Analysis,4,1547,16559,1207
Stakeholder Management,4,1547,16560,1118
Standard Operating Procedures Development,4,1547,16561,1104
Strategy Planning,4,1547,16562,1105
Technology Application,3,1547,16563,1131
Compliance Mindset Development,3,199,16564,1189
Customer Acceptance Checking and Onboarding,3,199,16565,1193
Data Analytics and Computational Modelling,3,199,16566,1122
Data Collection and Analysis,3,199,16567,1123
Data Storytelling and Visualisation,3,199,16568,1126
Ethical Culture,3,199,16569,1099
Monitoring and Surveillance,3,199,16570,1196
Policy Implementation and Revision,3,199,16571,1198
Regulatory Compliance,3,199,16572,1200
Regulatory and Legal Advisory,3,199,16573,1202
Risk Management,3,199,16574,1205
Risk and Compliance Reporting,4,199,16575,1206
Stakeholder Management,3,199,16576,1118
Compliance Mindset Development,4,63,16577,1189
Continuous Improvement Management,4,63,16578,1096
Customer Acceptance Checking and Onboarding,4,63,16579,1193
Data Analytics and Computational Modelling,4,63,16580,1122
Data Collection and Analysis,4,63,16581,1123
Data Storytelling and Visualisation,3,63,16582,1126
Ethical Culture,4,63,16583,1099
Monitoring and Surveillance,4,63,16584,1196
People Performance Management,4,63,16585,1170
Policy Implementation and Revision,4,63,16586,1198
Regulatory Compliance,4,63,16587,1200
Regulatory and Legal Advisory,4,63,16588,1202
Risk Management,4,63,16589,1205
Risk and Compliance Reporting,4,63,16590,1206
Scenario Planning and Analysis,4,63,16591,1207
Stakeholder Management,4,63,16592,1118
Strategy Planning,4,63,16593,1105
Technology Application,3,63,16594,1131
Budgeting,4,1236,16595,1136
Change Management,5,1236,16596,1095
Compliance Mindset Development,5,1236,16597,1189
Continuous Improvement Management,5,1236,16598,1096
Contract and Vendor Management,5,1236,16599,1171
Corporate Governance,5,1236,16600,1190
Data Collection and Analysis,5,1236,16601,1123
Data Storytelling and Visualisation,5,1236,16602,1126
Ethical Culture,5,1236,16603,1099
Monitoring and Surveillance,5,1236,16604,1196
People Performance Management,5,1236,16605,1170
